"reviewId","creationDate","criticName","criticPageUrl","reviewState","isFresh","isRotten","isRtUrl","isTopCritic","publicationUrl","publicationName","reviewUrl","quote","scoreSentiment","originalScore","movieId"
287555,"2002-02-19","Justine Elias","/critics/justine-elias","rotten",False,True,False,True,"/critics/source/472","Village Voice","http://www.villagevoice.com/issues/0208/elias.php","A minor-league soccer remake of The Longest Yard.","NEGATIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
287752,"2002-02-20","Steve Rhodes","/critics/steve-rhodes","rotten",False,True,False,False,"/critics/source/703","Internet Reviews","http://reviews.imdb.com/Reviews/311/31105","With a completely predictable plot, you'll swear that you've seen it all before, even if you've never come within a mile of The Longest Yard.","NEGATIVE","1.5/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
287682,"2002-02-20","Bryant Frazer","/critics/bryant-frazer","fresh",True,False,False,False,"/critics/source/118","Bryant Frazer's Deep Focus","http://www.deep-focus.com/flicker/shaolins.html","Recaptures the essence of delirious, fantastic action that made Hong Kong the capital of cool through the late 1980s and early 1990s.","POSITIVE","B+","3da46dee-cea6-3eb6-923c-509b93e845fa"
287963,"2002-02-21","Bob Strauss","/critics/bob-strauss","rotten",False,True,"",False,"/critics/source/644","Los Angeles Daily News","","... Jones, despite a definitely distinctive screen presence, just isn't able to muster for a movie that, its title notwithstanding, should have been a lot nastier if it wanted to fully capitalize on its lead's specific gifts.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
287964,"2002-02-21","","","rotten",False,True,False,False,"/critics/source/137","E! Online","http://www.eonline.com/Reviews/Movies/Leaves/0,20,1975,00.html","It's a mixed bag ...","NEGATIVE","C+","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
287965,"2002-02-22","A.O. Scott","/critics/ao-scott","rotten",False,True,"",True,"/critics/source/337","New York Times","","Mean Machine never finds a groove.","NEGATIVE","2.5/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
287966,"2002-02-22","","","rotten",False,True,"",False,"/critics/source/385","Reel.com","","Lager-sedated Brit-movie fans who can tough it out to the finale might let Mean Machine get by with only a few penalties, but anybody else will be yanking out the red card long before halftime.","NEGATIVE","1.5/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
287967,"2002-02-22","Maitland McDonagh","/critics/maitland-mcdonagh","fresh",True,False,False,False,"/critics/source/2501","TV Guide","http://www.tvguide.com/movies/database/ShowMovie.asp?MI=43620","This amiable picture talks tough, but it's all bluster -- in the end it's as sweet as Greenfingers ...","POSITIVE","2.5/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
287971,"2002-02-22","Luke Y. Thompson","/critics/luke-y-thompson","rotten",False,True,"",False,"/critics/source/497","New Times","","Given that both movies expect us to root for convicted violent felons over those assigned to protect us from same, we need every bit of sympathy the cons can muster; this time, there isn't much.","NEGATIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
288159,"2002-02-23","Kevin Thomas","/critics/kevin-thomas","fresh",True,False,False,True,"/critics/source/268","Los Angeles Times","http://www.calendarlive.com/movies/reviews/cl-movie000013428feb22,0,3825151.story","Mean Machine's tale of a disgraced soccer star who takes charge of a prison team benefits from solid pacing and acting.","POSITIVE","3.5/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
288160,"2002-02-23","Lou Lumenick","/critics/lou-lumenick","rotten",False,True,"",True,"/critics/source/336","New York Post","","The most needless remake since Rollerball.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
288240,"2002-02-23","Frank Swietek","/critics/frank-swietek","rotten",False,True,False,False,"/critics/source/347","One Guy's Opinion","http://www.oneguysopinion.com/Review.php?ID=577","Boasts not a single moment that's either fresh or credible; it's just a rehash of material that's been done to death several times before.","NEGATIVE","D+","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
290031,"2002-02-26","Daniel Eagan","/critics/daniel-eagan","fresh",True,False,False,False,"/critics/source/171","Film Journal International","http://www.filmjournal.com/filmjournal/reviews/article_display.jsp?vnu_content_id=1000696267","... a polished and relatively sincere piece of escapism.","POSITIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
290260,"2002-02-27","Andrew O'Hehir","/critics/andrew-ohehir","fresh",True,False,False,True,"/critics/source/400","Salon.com","http://www.salon.com/ent/movies/review/2002/02/26/mean_machine","Circumscribed on one side by its American precursor and on the other by the Ritchie style that Skolnick slavishly imitates.","POSITIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
290651,"2002-02-28","Owen Gleiberman","/critics/owen-gleiberman","rotten",False,True,False,True,"/critics/source/150","Entertainment Weekly","http://www.ew.com/ew/article/0,,213544,00.html","The only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy, jovial team.","NEGATIVE","C-","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
290842,"2002-02-28","Victoria Alexander","/critics/victoria-alexander","rotten",False,True,"",False,"/critics/source/560","FilmsInReview.com","","[It's] a prison soccer movie starring charismatic tough guy Vinnie Jones, but it had too much spitting for me to enjoy.","NEGATIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
290855,"2002-02-28","Gary Dowell","/critics/gary-dowell","rotten",False,True,"",True,"/critics/source/490","Dallas Morning News","","Jones helps breathe some life into the insubstantial plot, but even he is overwhelmed by predictability.","NEGATIVE","C","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291174,"2002-03-01","Jay Carr","/critics/jay-carr","rotten",False,True,"",True,"/critics/source/44","Boston Globe","","Earnest yet curiously tepid and choppy recycling in which predictability is the only winner.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291176,"2002-03-01","Roger Ebert","/critics/roger-ebert","fresh",True,False,False,True,"/critics/source/67","Chicago Sun-Times","http://www.rogerebert.com/reviews/mean-machine-2002","The formula is familiar but enjoyable.","POSITIVE","3/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291178,"2002-03-01","Rick Groen","/critics/rick-groen","rotten",False,True,False,True,"/critics/source/662","Globe and Mail","http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/20020301/RVMEAN","No movement, no yuks, not much of anything.","NEGATIVE","1.5/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291179,"2002-03-01","Jim Slotek","/critics/jim-slotek","fresh",True,False,False,False,"/critics/source/234","Jam! Movies","http://jam.canoe.ca/Movies/Reviews/M/Mean_Machine","Worth a look as a curiosity.","POSITIVE","3/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291181,"2002-03-01","Edward Guthmann","/critics/edward-guthmann","rotten",False,True,False,True,"/critics/source/402","San Francisco Chronicle","http://www.sfgate.com/cgi-bin/article.cgi?f=/c/a/2002/03/01/DD87185.DTL","The humor is hinged on the belief that knees in the crotch, elbows in the face and spit in the eye are inherently funny.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291182,"2002-03-01","Geoff Pevere","/critics/geoff-pevere","rotten",False,True,False,True,"/critics/source/450","Toronto Star","http://WWW.TheStar.COM/NASApp/cs/ContentServer?&pagename=thestar/Layout/Article_Type1&c=Article&cid=1014984681131&call_pageid=1013689625070&col=1013689624606","You realize that not only is Vinnie Jones no Burt Reynolds ... but, as a source of structured cinematic mayhem anyway, soccer is no football.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291702,"2002-03-03","Wade Major","/critics/wade-major","fresh",True,False,False,False,"/critics/source/49","Boxoffice Magazine","http://boxoffice.com/reviews/2008/08/mean-machine.php","A winning crowd-pleaser with more than enough juice to crossover with fans of all stripes, regardless of whether they even know anything about soccer or not.","POSITIVE","3/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
291704,"2002-03-03","Joe Leydon","/critics/joe-leydon","rotten",False,True,"",False,"/critics/source/403","San Francisco Examiner","","Another useless recycling of a brutal mid-'70s American sports movie.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
292155,"2002-03-04","Richard Roeper","/critics/richard-roeper","fresh",True,False,"",True,"/critics/source/395","Ebert & Roeper","","... a lot of fun.","POSITIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293409,"2002-03-08","Sean Axmaker","/critics/sean-axmaker","rotten",False,True,False,False,"/critics/source/504","Seattle Post-Intelligencer","http://seattlepi.nwsource.com/movies/61295_mean08q.shtml","Director Barry Skolnick and his screenwriters glibly tick off every point of ""The Longest Yard"" playbook like a checklist.","NEGATIVE","C","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293536,"2002-03-08","Shawn Levy","/critics/shawn-levy","rotten",False,True,"",False,"/critics/source/608","Oregonian","","Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor, verve and fun.","NEGATIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293537,"2002-03-08","Jim Judy","/critics/jim-judy","rotten",False,True,False,False,"/critics/source/411","Screen It!","http://www.screenit.com/ourtake/2002/mean_machine.html","The comedy -- despite a plethora of attempts -- isn't particularly funny, let alone hilarious, and the drama is laughably bad when not gratingly predictable.","NEGATIVE","3/10","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293539,"2002-03-08","Moira MacDonald","/critics/moira-macdonald","fresh",True,False,False,True,"/critics/source/505","Seattle Times","http://community.seattletimes.nwsource.com/archive/?slug=mean08&date=20020308","A fairly enjoyable mixture of Longest Yard ... and the 1999 Guy Ritchie caper Lock Stock and Two Smoking Barrels.","POSITIVE","2.5/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293540,"2002-03-08","Todd Anthony","/critics/todd-anthony","rotten",False,True,"",False,"/critics/source/506","South Florida Sun-Sentinel","","An even more predictable, cliche-ridden endeavor than its predecessor.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293542,"2002-03-08","Stephen Hunter","/critics/stephen-hunter","rotten",False,True,"",True,"/critics/source/474","Washington Post","","For most American audiences, the film just won't work.","NEGATIVE","1.5/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293543,"2002-03-08","Desson Thomson","/critics/desson-thomson","rotten",False,True,"",True,"/critics/source/474","Washington Post","","Dramatically lackluster.","NEGATIVE","1.5/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
293697,"2002-03-09","Eric Harrison","/critics/eric-harrison","fresh",True,False,"",True,"/critics/source/219","Houston Chronicle","","It's mildly entertaining, especially if you find comfort in familiarity. But it's hardly a necessary enterprise.","POSITIVE","B","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
294374,"2002-03-13","Rex Reed","/critics/rex-reed","rotten",False,True,"",True,"/critics/source/335","Observer","","Another incomprehensible trash explosion from the Guy Ritchie school of cinematic slugfests.","NEGATIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
294567,"2002-03-14","Roger Moore","/critics/roger-moore","fresh",True,False,"",True,"/critics/source/498","Orlando Sentinel","","It's still a hoot, sports cliches, prison movie cliches and all.","POSITIVE","3/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
294586,"2002-03-14","Gary Thompson","/critics/gary-thompson","rotten",False,True,"",False,"/critics/source/360","Philadelphia Daily News","","Recapitulates Yard by eliminating the personality of the original, without adding a personality of its own.","NEGATIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
294587,"2002-03-14","Steven Rea","/critics/steven-rea","fresh",True,False,"",True,"/critics/source/361","Philadelphia Inquirer","","A likably energetic star vehicle for English sports god Vinnie Jones.","POSITIVE","3.5/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
294600,"2002-03-14","Steve Schneider","/critics/steve-schneider","fresh",True,False,"",False,"/critics/source/499","Orlando Weekly","","There's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance.","POSITIVE","3.5/5","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
295190,"2002-03-17","Jeremy Heilman","/critics/jeremy-heilman","fresh",True,False,False,False,"/critics/source/961","MovieMartyr.com","http://www.moviemartyr.com/2002/shaolinsoccer.htm","The movie is always alternating between narrative crudeness and technical perfection.","POSITIVE","3/4","3da46dee-cea6-3eb6-923c-509b93e845fa"
296219,"2002-03-22","","","fresh",True,False,False,True,"/critics/source/662","Globe and Mail","http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/20000211/TACUPP","","POSITIVE","3/4","1b7b7ed1-b91c-3928-bc89-3a1cf554cab7"
296498,"2002-03-22","","","rotten",False,True,False,True,"/critics/source/662","Globe and Mail","http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/20010309/RVGRIM","","NEGATIVE","2.5/4","4e7ab563-7cf8-3f95-ad78-5668bf38710a"
299245,"2002-03-29","Andrew Howe","/critics/andrew-howe","rotten",False,True,False,False,"/critics/source/141","eFilmCritic.com","http://efilmcritic.com/review.php?movie=5770&reviewer=193","The scriptwriters are no less a menace to society than the film's characters.","NEGATIVE","2/4","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
302180,"2002-04-05","JoBlo","/critics/joblo","fresh",True,False,False,False,"/critics/source/573","JoBlo's Movie Network","http://www.joblo.com/reviews.php?mode=joblo_movies&id=296","","POSITIVE","6/10","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
302361,"2002-04-05","Robert W. Butler","/critics/robert-w-butler","rotten",False,True,False,False,"/critics/source/242","Kansas City Star","http://www.kansascity.com/mld/kansascity/entertainment/2985008.htm","The whole affair is as predictable as can be.","NEGATIVE","","318d2e99-64db-3ae5-acd9-9b9d14f74d88"
303911,"2002-04-12","","","rotten",False,True,False,True,"/critics/source/662","Globe and Mail","http://www.globeandmail.com/servlet/ArticleNews/movie/MOVIEREVIEWS/19980626/TAFEVE","","NEGATIVE","2.5/4","6f12d711-894c-3dec-ba70-858ec20b8fd0"
307831,"2002-04-18","Ian Mantgani","/critics/ian-mantgani","fresh",True,False,"",False,"/critics/source/458","UK Critic","","The fact that it makes us consider implications beyond the events onscreen is impressive. Still, there's something missing...","POSITIVE","3/4","55f6efc8-0f2f-3cad-909f-13a40923f610"
307876,"2002-04-19","Jamie Russell","/critics/jamie-russell","fresh",True,False,False,True,"/critics/source/52","BBC.com","http://www.bbc.co.uk/films/2002/03/19/bend_it_like_beckham_2002_review.shtml","It's the kind of film that'll have the whole audience clapping by the time the credit sequence outtakes appear.","POSITIVE","4/5","55f6efc8-0f2f-3cad-909f-13a40923f610"
307879,"2002-04-19","","","fresh",True,False,False,False,"/critics/source/957","FilmFour.com","http://www.channel4.com/film/reviews/film.jsp?id=101017&page=2","A comedy with heart and substance.","POSITIVE","","55f6efc8-0f2f-3cad-909f-13a40923f610"
307880,"2002-04-19","Peter Bradshaw","/critics/peter-bradshaw","rotten",False,True,False,True,"/critics/source/205","Guardian","http://film.guardian.co.uk/Film_Page/0,4061,681502,00.html","Gurinder Chadha's third film is an undemanding, unambitious comedy.","NEGATIVE","","55f6efc8-0f2f-3cad-909f-13a40923f610"
310209,"2002-04-29","Mark Adams","/critics/mark-adams","fresh",True,False,"",True,"/critics/source/213","Hollywood Reporter","","A charming, often hilarious experience, brimming with excellent performances and clever dialogue.","POSITIVE","","55f6efc8-0f2f-3cad-909f-13a40923f610"
310640,"2002-05-02","Jon Popick","/critics/jon-popick","fresh",True,False,"",False,"/critics/source/595","Planet S Magazine","","There are a couple of things that elevate ""Glory"" above most of its ilk, most notably the mere presence of Duvall.","POSITIVE","6/10","598eaf34-bb39-34f2-a44d-d8e004dd2474"
310646,"2002-05-02","Andy Klein","/critics/andy-klein","fresh",True,False,"",False,"/critics/source/497","New Times","","A solidly entertaining little film.","POSITIVE","","598eaf34-bb39-34f2-a44d-d8e004dd2474"
310674,"2002-05-02","Walter Chaw","/critics/walter-chaw","rotten",False,True,False,False,"/critics/source/559","Film Freak Central","http://filmfreakcentral.net/screenreviews/shotatglory.htm","Alarms for Duvall's throbbing sincerity and his elderly propensity for patting people while he talks.","NEGATIVE","1/4","598eaf34-bb39-34f2-a44d-d8e004dd2474"
310682,"2002-05-02","Philip Wuntch","/critics/philip-wuntch","fresh",True,False,False,True,"/critics/source/490","Dallas Morning News","http://www.guidelive.com/profile/331655/?cslink=cs_movies_2_4","Offers a guilt-free trip into feel-good territory.","POSITIVE","B","598eaf34-bb39-34f2-a44d-d8e004dd2474"
310683,"2002-05-02","Kirk Honeycutt","/critics/kirk-honeycutt","fresh",True,False,"",True,"/critics/source/213","Hollywood Reporter","","The movie exists for its soccer action and its fine acting.","POSITIVE","","598eaf34-bb39-34f2-a44d-d8e004dd2474"
310732,"2002-05-03","Greg Dean Schmitz","/critics/greg-dean-schmitz","fresh",True,False,False,False,"/critics/source/461","Greg's Previews at Yahoo! Movies","http://upcomingmovies.com/roadtoglory.html","","POSITIVE","3/4","598eaf34-bb39-34f2-a44d-d8e004dd2474"
310734,"2002-05-03","Kevin Thomas","/critics/kevin-thomas","fresh",True,False,False,True,"/critics/source/268","Los Angeles Times","http://www.calendarlive.com/movies/reviews/cl-movie000031286may03,0,2444321.story","Not as distinctive or even as humorous as its needs to be to stand out, but it has clearly been made with affection and care.","POSITIVE","3.5/5","598eaf34-bb39-34f2-a44d-d8e004dd2474"
